Brand,Series,Model,Price
BMW,3 Serisi,320i Sport Line,2300000
Honda,Civic,1.5 i-VTEC Eco Elegance,1415000
Kia,Picanto,1.0 MPI,729900
Renault,Clio,1.0 TCe Joy,779000
Mercedes - Benz,S,S 400 400 d AMG,13000000
Renault,Clio,1.0 TCe Joy,764950
Renault,Megane,1.5 Blue DCI Joy,1015000
Dacia,Sandero,1.0 Tce Prestige,860000
Peugeot,308,1.2 PureTech Style Tech,989000
Renault,Megane,1.3 TCe Joy,857900
Renault,Clio,1.0 TCe Joy,819000
Honda,Civic,1.5 i-VTEC Eco Elegance,1295000
Mercedes - Benz,S,S 400 400 d AMG,10900000
Hyundai,i20,1.4 MPI Style,858000
Kia,Picanto,1.0 MPI,745000
Renault,Taliant,1.0 Tce Joy,710000
Honda,Civic,1.6 i-VTEC ECO Elegance,1220000
BMW,4 Serisi,420i Edition M Sport,3100000
BMW,3 Serisi,320i Sport Line,2195000
Toyota,Corolla,1.5 Dream,1060000
Volkswagen,Passat,1.5 TSi Business,1478000
Fiat,Egea,1.4 Fire Easy,692750
Honda,Civic,1.5 i-VTEC Eco Premium,1270000
Bentley,Continental,GT,27900000
Volkswagen,Golf,1.0 TSi Impression,1030000
Audi,A6,A6 Sedan 40 TDI Quattro Design,3975000
Ford,Focus,1.5 Ti-VCT Titanium,1170000
Opel,Astra,1.4 T Edition,1075000
BMW,3 Serisi,320i First Edition M Sport,2320000
Kia,Rio,1.4 CVVT Cool,794900
BMW,2 Serisi,218i Gran Coupe First Edition Sport Line,1530000
Seat,Ibiza,1.0 Style,735000
MINI,Cooper,SE,1325000
Renault,Megane,1.3 TCe Joy,965000
Fiat,Egea,1.4 Fire Urban,745000
Honda,Civic,1.5 i-VTEC Eco Elegance,1220000
Fiat,Egea,1.4 Fire Urban,720000
Renault,Taliant,1.0 Tce Joy,722000
BMW,2 Serisi,216d Gran Coupe First Edition Sport Line,1715000
Volkswagen,Polo,1.0 TSi Comfortline,870000
Renault,Megane,1.5 Blue DCI Icon,1105000
Honda,Civic,1.6 i-VTEC ECO Elegance,1295000
BMW,1 Serisi,116i Sport Edition,1538000
Renault,Clio,1.0 TCe Touch,735000
Renault,Clio,1.0 TCe Touch,815000
Renault,Clio,1.0 SCe Joy,680000
Fiat,Egea,1.4 Fire Urban,715000
Peugeot,308,1.2 PureTech Style Tech,995000
Renault,Megane,1.3 TCe Joy,1100000
BMW,1 Serisi,116i Sport Edition,1585000
Nissan,Micra,1.0 IG-T Tekna,950000
BMW,3 Serisi,320i Sport Line,1995000
Renault,Megane,1.5 Blue DCI Icon,1105000
Mercedes - Benz,E,200 d Exclusive,3290000
Renault,Clio,1.0 TCe Joy,713000
Fiat,Egea,1.4 Fire Easy Plus,649900
Renault,Clio,1.0 TCe Joy,699000
Renault,Clio,1.0 TCe Joy,769950
Mercedes - Benz,E,200 d Exclusive,3360000
Opel,Corsa,1.2 Turbo Ultimate,1050000
Porsche,Panamera,4,13950000
Renault,Clio,1.0 TCe Touch,850000
Suzuki,Swift,1.2 GL,615000
Volkswagen,Polo,1.0 TSi Comfortline,905000
Toyota,Corolla,1.5 Dream,1110000
Fiat,Egea,1.4 Fire Easy,835000
Toyota,Corolla,1.5 Vision,1040000
Renault,Clio,1.0 TCe Joy,799000
BMW,3 Serisi,320i First Edition Sport Line,2099000
Honda,Civic,1.5 i-VTEC Executive Plus,1460000
Honda,Civic,1.6 i-VTEC Elegance,949950
Fiat,Egea,1.4 Fire Easy,695000
Audi,A3,A3 Sportback 35 TFSI Design,1595000
Hyundai,i20,1.4 MPI Style,870000
Renault,Taliant,1.0 Tce Joy,690000
Opel,Corsa,1.2 Turbo Elegance,935000
Renault,Megane,1.3 TCe Joy,1040000
Fiat,Egea,1.0 Firefly Urban,765000
Renault,Taliant,1.0 Tce Joy,749000
Audi,A8,4.0 TFSI Quattro,9250000
Fiat,Egea,1.4 Fire Easy Stil,636750
Renault,Clio,1.0 TCe Joy,819500
Citroen,C3,1.2 PureTech Feel,630000
Hyundai,Elantra,1.6 MPI Elite,1228000
Fiat,Egea,1.4 Fire Easy,699500
Honda,Civic,1.6 i-VTEC ECO Elegance,1350700
Fiat,Egea,1.4 Fire Urban,800000
Volkswagen,Polo,1.0 TSi Life,885000
Hyundai,Elantra,1.6 MPI Style Comfort,1065000
Citroen,C3,1.2 PureTech Feel,700000
Peugeot,208,1.2 PureTech Prime,905000
Toyota,Corolla,1.5 Dream,1150000
Renault,Clio,1.0 SCe Joy,675000
BMW,3 Serisi,320i First Edition Sport Line,2455000
Fiat,Egea,1.3 Multijet Easy Plus,830000
Honda,Civic,1.5 i-VTEC Executive Plus,1460000
Opel,Astra,1.5 D Edition,869500
Fiat,Egea,1.3 Multijet Easy,719000
Skoda,Octavia,1.5 e-Tec Scout,1535000
Fiat,Egea,1.3 Multijet Easy Plus,855000
Honda,Civic,1.6 i-VTEC ECO Elegance,1275000
Peugeot,208,1.2 PureTech Active,920000
Volkswagen,Golf,1.0 TSi Impression,1350000
Hyundai,i20,1.4 MPI Elite,692000
Volkswagen,Passat,1.5 TSi Impression,1425000
Renault,Megane,1.3 TCe Joy,916000
Audi,A3,A3 Sedan 35 TFSI S-Line,2015000
Peugeot,208,1.5 BlueHDi Active,919000
Renault,Clio,1.0 TCe Joy,830000
Hyundai,i20,1.4 MPI Style,850000
Renault,Clio,1.0 TCe Joy,760000
Fiat,Egea,1.4 Fire Easy Plus,690000
Audi,A4,A4 Sedan 40 TDI Advanced,2375000
Volkswagen,Passat,1.5 TSi Elegance,1999900
Fiat,Egea,1.4 Fire Easy,650000
Renault,Clio,1.0 TCe Touch,885000
Renault,Clio,1.0 SCe Joy,657400
Seat,Leon,1.5 TSI FR,1120000
Renault,Clio,1.0 TCe Touch,839000
Honda,Civic,1.6 i-VTEC Eco Executive,1369000
Peugeot,308,1.2 PureTech Allure Sport,1085000
Fiat,Egea,1.4 Fire Urban,675000
Toyota,Corolla,1.5 Dream,1060000
Mercedes - Benz,CLA,200 AMG+ 4Matic,2100000
Renault,Clio,1.0 TCe Joy,878000
Renault,Taliant,1.0 Tce Joy,759000
Fiat,Egea,1.4 Fire Easy Plus,685000
Hyundai,i20,1.4 MPI Style,863000
Toyota,Corolla,1.8 Hybrid Dream,1149000
BMW,3 Serisi,320i First Edition M Sport,2380000
Dacia,Sandero,1.0 Tce Prestige,850000
Audi,A3,A3 Sedan 35 TFSI Advanced,1559000
Renault,Megane,1.3 TCe Joy,879500
Hyundai,Elantra,1.6 D-CVVT Style,1100000
Renault,Clio,1.0 TCe Joy,701000
Fiat,Egea,1.4 Fire Easy,699750
BMW,3 Serisi,320i Sport Line,2258000
Honda,Civic,1.6 i-VTEC ECO Elegance,1225000
Renault,Megane,1.3 TCe Joy,1103000
Renault,Clio,1.0 SCe Joy,690000
Mercedes - Benz,S,S 500 500 L,16650000
Toyota,Corolla,1.5 Dream,999000
Fiat,Egea,1.6 Multijet Urban,845000
BMW,5 Serisi,520i Special Edition M Sport,3365000
Seat,Ibiza,1.0 Style,680000
Toyota,Corolla,1.5 Dream,1235000
Toyota,Corolla,1.5 Vision,1150000
BMW,2 Serisi,218i Gran Coupe First Edition M Sport,1740000
Citroen,C-Elysee,1.5 BlueHDi Feel,825000
Ford,Focus,1.5 Ti-VCT Trend X,940000
Audi,A3,A3 Sedan 35 TFSI S-Line,2050000
Seat,Leon,1.0 eTSI Style Plus,1233000
Hyundai,i20,1.4 MPI Style,930000
Toyota,Corolla,1.8 Hybrid Dream,997500
Hyundai,i20,1.4 MPI Jump,820000
Renault,Clio,1.0 TCe Joy,765000
Renault,Clio,1.0 TCe Touch,869500
Renault,Clio,1.0 TCe Touch,767500
Volkswagen,Polo,1.0 TSi Comfortline,895000
Mercedes - Benz,A,A 200 AMG+,1780000
Honda,Civic,1.5 i-VTEC Eco Premium,1400000
Fiat,Egea,1.3 Multijet Easy,670000
Honda,Civic,1.6 i-VTEC ECO Elegance,1180000
Honda,Civic,1.6 i-VTEC Elegance,875000
Toyota,Corolla,1.5 Vision,985000
Seat,Ibiza,1.0 Style,705000
Hyundai,i20,1.4 MPI Jump,812000
Honda,Civic,1.6 i-VTEC Eco Executive,1399000
Volkswagen,Golf,1.0 TSi Impression,975000
Volkswagen,Passat,1.5 TSi Business,1464950
Honda,Civic,1.5 i-VTEC Eco Elegance,1115000
Volkswagen,Polo,1.0 TSi Comfortline,995750
Citroen,C3,1.2 PureTech Feel Bold,815000
Renault,Clio,1.0 TCe Touch,763000
Fiat,Egea,1.3 Multijet Easy,651000
Fiat,Egea,1.4 Fire Easy Plus,760000
Porsche,Taycan,4S Performance Plus,6650000
Fiat,Egea,1.4 Fire Easy,678000
Honda,Civic,1.6 i-VTEC ECO Elegance,1280000
Seat,Leon,1.0 TSI Style,1133000
Fiat,Egea,1.4 Fire Easy,670000
Hyundai,i20,1.4 MPI Style,870000
Fiat,Egea,1.4 Fire Easy,567000
Fiat,Egea,1.3 Multijet Urban,850000
Hyundai,i20,1.4 MPI Jump,780000
Volkswagen,Passat,1.5 TSi Business,1590000
Dacia,Sandero,1.0 Tce Prestige,805000
Toyota,Corolla,1.8 Hybrid Dream,1020000
Kia,Rio,1.4 CVVT Prestige,900000
Hyundai,i20,1.0 T-GDI Style,938000
Renault,Megane,1.3 TCe Joy,975000
Dacia,Lodgy,1.5 BlueDCI Ambiance,627000
Renault,Clio,1.0 TCe Joy,799900
Fiat,Egea,1.4 Fire Urban Plus,679900
BMW,4 Serisi,420i Gran Coupe M Sport,3135000
MINI,Cooper,1.5 Iconic,1585000
Volkswagen,Golf,1.0 TSi Impression,1030000
Volkswagen,Passat,1.5 TSi Business,1380000
Renault,Clio,1.0 TCe Joy,795800
BMW,5 Serisi,520i Special Edition M Sport,3249000
Toyota,Corolla,1.5 Dream,1155000
Renault,Megane,1.5 Blue DCI Icon,1369000
Peugeot,208,1.2 PureTech Active,830000
Volkswagen,Golf,1.0 eTSI Life,1370000
Fiat,Egea,1.4 Fire Urban,675000
Toyota,Corolla,1.5 Dream,1038850
Hyundai,i20,1.4 MPI Jump,810000
Audi,A3,A3 Sedan 35 TFSI Sport,1800000
Fiat,Egea,1.3 Multijet Easy,730000
Honda,Civic,1.6 i-VTEC Elegance,1290000
Renault,Clio,1.0 TCe Joy,745000
Renault,Megane,1.3 TCe Joy,1100000
Renault,Clio,1.0 TCe Touch,854000
Honda,Civic,1.6 i-VTEC ECO Elegance,1350000
Volkswagen,Polo,1.0 TSi Comfortline,945000
BMW,3 Serisi,320i M Sport,2285000
Dacia,Logan,1.0 Turbo Eco-G Ambiance,875000
Peugeot,208,1.2 PureTech Active,905000
Fiat,Egea,1.4 Fire Easy,670000
Volkswagen,Polo,1.0 Style,1195000
Ford,Focus,1.5 Ti-VCT Trend X,1195000
Fiat,Egea,1.4 Fire Urban,715000
Volkswagen,Passat,1.5 TSi Impression,1590000
Peugeot,208,1.2 PureTech Active,720000
Seat,Ibiza,1.0 EcoTSI Style,840000
Audi,A3,A3 Sportback 35 TFSI Advanced,1665000
Opel,Astra,1.5 D Edition,975000
Renault,Clio,1.0 TCe Joy,675000
Fiat,Egea,1.3 Multijet Easy,750000
Volkswagen,Polo,1.0 TSi Comfortline,985000
Volkswagen,Golf,1.0 eTSI R Line,1500000
Opel,Corsa,1.2 Turbo Elegance,850000
Toyota,Corolla,1.5 Dream,1050000
Fiat,Egea,1.4 Fire Easy,685000
Renault,Megane,1.3 TCe Joy,989000
Renault,Clio,1.0 TCe Touch,869000
Renault,Taliant,1.0 Tce Touch,950000
Renault,Clio,1.0 TCe Joy,779950
Fiat,Egea,1.4 Fire Easy Plus,735000
Mercedes - Benz,E,200 d Exclusive,3670000
Volkswagen,Golf,1.5 eTSI R Line,1800000
Renault,Megane,1.3 TCe Joy Comfort,1070000
Honda,Civic,1.5 i-VTEC Eco Elegance,1340000
Skoda,SuperB,1.5 TSI Elite,1550000
Volkswagen,Polo,1.0 TSi Life,990000
Fiat,Egea,1.4 Fire Lounge,750000
Fiat,Egea,1.4 Fire Urban Plus,757000
Renault,Megane,1.3 TCe Joy,965000
Nissan,Micra,1.0 IG-T Tekna,865000
Fiat,Egea,1.4 Fire Easy,652500
Kia,Rio,1.4 CVVT Cool,820000
Honda,Civic,1.6 i-VTEC ECO Elegance,1290000
Honda,Civic,1.5 i-VTEC Eco Elegance,1399000
Hyundai,i20,1.4 MPI Style Plus,980000
Honda,Civic,1.6 i-VTEC ECO Elegance,1355000
Fiat,Egea,1.4 Fire Easy,725000
Peugeot,208,1.2 PureTech Active,830000
Citroen,C3,1.2 PureTech Shine,915000
Kia,Picanto,1.0 MPI,720000
Toyota,Corolla,1.5 Dream,1065000
Renault,Megane,1.5 Blue DCI Joy,949500
Honda,Civic,1.5 i-VTEC Sport Plus,1400000
Citroen,C3,1.2 PureTech Feel Bold,840000
Renault,Megane,1.3 TCe Joy,935000
Fiat,Egea,1.4 Fire Easy Plus,730000
Volkswagen,Polo,1.0 Style,1144000
Honda,Civic,1.6 i-VTEC Elegance,1237000
Renault,Clio,1.0 SCe Joy,670000
Fiat,Egea,1.4 Fire Easy Plus,700000
Mercedes - Benz,C,C 200 D AMG,2470000
Hyundai,i20,1.4 MPI Style,859000
Volkswagen,Golf,1.0 eTSI Life,1340000
Opel,Corsa,1.2 Essential,725000
Fiat,Egea,1.4 Fire Easy,685000
Toyota,Corolla,1.8 Hybrid Dream,1115000
Fiat,Egea,1.4 Fire Urban,710000
Dacia,Sandero,1.0 Tce Comfort,610000
Hyundai,Elantra,1.6 MPI Style Comfort,1093000
Fiat,Egea,1.4 Fire Urban,720000
Fiat,Egea,1.6 Multijet Urban,866000
BMW,3 Serisi,320i Executive M Sport,2850000
Volkswagen,Polo,1.0 TSi Life,1180000
Renault,Megane,1.3 TCe Joy,1070000
Fiat,Egea,1.4 Fire Urban,699000
BMW,3 Serisi,320i M Sport,2090000
Fiat,Panda,0.9 TwinAir Cross Plus,842500
Opel,Corsa,1.2 Turbo Edition,830000
BMW,1 Serisi,116i Sport Edition,1449950
Renault,Megane,1.3 TCe Joy,960000
Hyundai,i20,1.4 MPI Elite,978500
Renault,Clio,1.0 TCe Touch,870000
Volkswagen,Polo,1.0 TSi Comfortline,939500
Renault,Megane,1.3 TCe Joy Comfort,950000
Toyota,Corolla,1.5 Dream,1150000
Renault,Taliant,1.0 Tce Joy,850000
Peugeot,208,1.2 PureTech Active,975000
Fiat,Egea,1.4 Fire Easy Plus,705000
Renault,Megane,1.3 TCe Joy,979750
Renault,Megane,1.3 TCe Joy,895000
Hyundai,i20,1.4 MPI Jump,822000
Hyundai,i20,1.4 MPI Jump,795000
Toyota,Corolla,1.5 Vision,1040000
Renault,Megane,1.3 TCe Joy,765000
Fiat,Egea,1.4 Fire Easy,560000
Volkswagen,Polo,1.0 TSi Life,1100000
BMW,5 Serisi,520i M Sport,2938000
Volkswagen,Polo,1.0 TSi Comfortline,955000
BMW,5 Serisi,520i Luxury Line,2995000
Mercedes - Benz,S,S 400 400 d AMG,13250000
Renault,Clio,1.0 TCe Touch,887000
Dacia,Sandero,1.0 Tce Comfort,800000
Opel,Corsa,1.2 Edition,875000
Honda,Civic,1.6 i-VTEC ECO Elegance,1250000
Honda,Civic,1.6 i-VTEC ECO Elegance,1200000
Honda,Civic,1.6 i-VTEC ECO Elegance,1200000
BMW,3 Serisi,320i First Edition Sport Line,2100000
Fiat,Egea,1.4 Fire Urban,755000
Dacia,Sandero,1.0 Tce Prestige,850000
Renault,Megane,1.3 TCe Joy,857900
Fiat,Egea,1.4 Fire Lounge,825000
Fiat,Egea,1.4 Fire Easy,715000
Suzuki,Swift,1.2 GL,792500
MINI,Cooper,1.5 Signature,1450000
Volkswagen,Passat,1.5 TSi Elegance,1999000
Opel,Corsa,1.2 Turbo Ultimate,1050000
Seat,Leon,1.5 TSI FR,1290000
Volkswagen,Passat,1.5 TSi Business,1611500
Skoda,Octavia,1.0 TSI Style,1110000
Fiat,Egea,1.4 Fire Urban,515000
Fiat,Egea,1.4 Fire Easy Plus,699000
Renault,Megane,1.3 TCe Joy,850000
Citroen,C3,1.2 PureTech Feel S Edition,750000
Toyota,Corolla,1.8 Hybrid Dream,1175000
Opel,Astra,1.5 D Edition,920000
Renault,Clio,1.0 SCe Joy,649000
Fiat,Egea,1.4 Fire Urban,825000
Honda,Civic,1.6 i-VTEC ECO Elegance,1380000
Renault,Megane,1.3 TCe Joy,970000
Volkswagen,Golf,1.0 eTSI R Line,1530000
Suzuki,Swift,1.2 GLX,880000
Honda,Civic,1.6 i-VTEC Eco Executive,1399999
Toyota,Corolla,1.5 Dream,1080000
Renault,Clio,1.0 TCe Touch,850000
Renault,Talisman,1.3 Tce Icon,1610000
Hyundai,i10,1.2 MPI Elite,820000
Hyundai,Elantra,1.6 MPI Style Comfort,995000
Opel,Corsa,1.2 Essential,720000
Renault,Megane,1.5 Blue DCI Joy Comfort,1200000
Honda,Civic,1.5 i-VTEC Executive Plus,1497000
Honda,Civic,1.6 i-VTEC Eco Executive,1270000
Honda,Civic,1.5 i-VTEC Eco Executive Plus,1497400
Renault,Clio,1.0 SCe Joy,750000
Renault,Clio,1.0 TCe Touch,880000
Volkswagen,Polo,1.0 TSi Comfortline,950000
Hyundai,i20,1.4 MPI Style,865000
Audi,A4,A4 Sedan 40 TDI Advanced,2335000
Skoda,Scala,1.0 TSI Premium,1100000
Fiat,Egea,1.4 Fire Lounge Plus,850000
Fiat,Egea,1.4 Fire Easy Plus,760000
Skoda,Fabia,1.0 GreenTec Premium,877500
Honda,City,1.5 i-VTEC Elegance,871000
Kia,Picanto,1.0 MPI,745000
Toyota,Corolla,1.8 Hybrid Dream,1130000
BMW,5 Serisi,520i M Sport,3385000
MINI,Cooper,1.5 Classic,1435000
Volkswagen,Passat,1.5 TSi R Line,2445750
Fiat,Egea,1.4 Fire Urban Plus,710000
Citroen,C4,1.5 BlueHDi Shine Bold,1315000
Opel,Corsa,1.2 Turbo Ultimate,865000
Skoda,SuperB,1.5 TSI Elite,1575000
Renault,Megane,1.5 Blue DCI Joy,799999
Opel,Corsa,1.2 Turbo Edition,855000
Opel,Astra,1.5 D Edition,1000000
Skoda,SuperB,1.5 TSI L&K Crystal,2100000
Mercedes - Benz,C,C 200 D AMG,2189000
Dacia,Sandero,1.0 Tce Comfort,699500
BMW,4 Serisi,420i M Sport,2825000
Renault,Clio,1.0 SCe Joy,614900
Kia,Picanto,1.0 MPI,752000
Fiat,Egea,1.4 Fire Easy,699750
Seat,Leon,1.5 EcoTSI FR,1425000
Fiat,Egea,1.4 Fire Easy,740000
Hyundai,i20,1.4 MPI Style,845000
Fiat,Egea,1.4 Fire Easy,713000
Fiat,Egea,1.4 Fire Urban,705000
Kia,Rio,1.2 MPI Cool,720000
Opel,Corsa,1.2 Turbo Elegance,990000
Toyota,Corolla,1.5 Dream,1200000
Toyota,Corolla,1.5 Vision,1019000
Fiat,Egea,1.4 Fire Urban,760000
Volkswagen,Polo,1.0 TSi Comfortline,1160000
Dacia,Sandero,1.0 Tce Comfort,800000
Citroen,C3,1.2 PureTech Feel Bold,824500
Fiat,Egea,1.4 Fire Easy,740000
Fiat,Egea,1.4 Fire Easy,740000
Toyota,Corolla,1.5 Dream,950000
Honda,Civic,1.6 i-VTEC ECO Elegance,1300000
Renault,Megane,1.3 TCe Joy,920000
Toyota,Corolla,1.5 Dream,1100000
Hyundai,Elantra,1.6 MPI Style Comfort,1125000
Toyota,Corolla,1.8 Hybrid Dream,964500
Volkswagen,Golf,1.0 eTSI Style,1358000
Renault,Megane,1.3 TCe Joy Comfort,955000
BMW,3 Serisi,320i M Sport,2350000
Fiat,Egea,1.4 Fire Lounge,830000
Opel,Insignia,1.5 d Edition,1170000
Citroen,C3,1.2 PureTech Shine Pack,889750
Honda,Civic,1.6 i-VTEC Executive,1180000
Peugeot,208,1.2 PureTech GT,1090000
Toyota,Corolla,1.5 Vision,1115000
Fiat,Egea,1.3 Multijet Easy,694000
Opel,Corsa,1.2 Turbo Edition,784500
Honda,Civic,1.6 i-VTEC ECO Elegance,974500
Renault,Clio,1.0 SCe Joy,720000
Volkswagen,Passat,1.5 TSi Business,1645000
Seat,Ibiza,1.0 EcoTSI Style,1200000
Renault,Megane,1.3 TCe Joy Comfort,995000
Seat,Ibiza,1.0 Style,755000
Renault,Taliant,1.0 Tce Touch,865000
Honda,Civic,1.5 i-VTEC Eco Executive Plus,1375000
Dacia,Sandero,1.0 Tce Comfort,710000
Seat,Leon,1.5 eTSI FR,1410000
BMW,3 Serisi,320i Sport Line,2400000
Renault,Clio,1.0 TCe Touch,795000
Skoda,Scala,1.0 TSI Premium,1090000
Renault,Megane,1.5 Blue DCI Joy,894000
Fiat,Egea,1.4 Fire Urban,715000
Seat,Ibiza,1.0 Style,725000
Seat,Ibiza,1.0 Style,764950
Renault,Clio,1.0 TCe Touch,849000
Renault,Megane,1.3 TCe Joy,1080000
Hyundai,i20,1.4 MPI Jump,815000
Renault,Clio,1.0 TCe Touch,840000
Toyota,Corolla,1.5 Dream,990000
Toyota,Corolla,1.5 Dream,1190000
Seat,Ibiza,1.0 Style,765000
Dacia,Sandero,1.0 Tce Prestige,855000
Citroen,C3,1.2 PureTech Feel,710000
Mitsubishi,Space Star,1.2 MIVEC,737500
Toyota,Corolla,1.5 Vision,1005000
Renault,Clio,1.0 TCe Joy,775000
Seat,Ibiza,1.0 EcoTSI Style,870000
Renault,Megane,1.3 TCe Joy,975000
Citroen,C-Elysee,1.5 BlueHDi Feel,690000
Toyota,Corolla,1.5 Vision,1030000
Renault,Megane,1.3 TCe Joy,1050000
Suzuki,Swift,1.2 GL,850000
Honda,Civic,1.6 i-VTEC Elegance,1195000
Seat,Ibiza,1.0 Style,765000
Hyundai,i20,1.4 MPI Style,882000
Fiat,Egea,1.4 Fire Urban,715000
Fiat,Egea,1.3 Multijet Urban,838000
Hyundai,i20,1.4 MPI Style,830000
Fiat,Egea,1.4 Fire Easy,700000
Toyota,Corolla,1.5 Dream,1155000
Volkswagen,Passat,1.5 TSi R Line,2250000
BMW,5 Serisi,520i M Sport,2938000
Maserati,Ghibli,2.0,5950000
Citroen,C-Elysee,1.5 BlueHDi Shine,775000
Hyundai,i20,1.0 T-GDI Style,910000
Fiat,Egea,1.4 Fire Easy,665000
Citroen,C-Elysee,1.5 BlueHDi Shine,735000
Citroen,C3,1.2 PureTech Feel,688000
Renault,Megane,1.3 TCe Joy,960000
Volkswagen,Passat,1.5 TSi Business,1595000
MINI,Cooper,1.5 Signature,1465000
Dacia,Sandero,1.0 Tce Comfort,660000
Mercedes - Benz,C,C 180 AMG 9G-Tronic,2295000
Renault,Zoe,,925000
Volkswagen,Polo,1.0 TSi Life,1089000
Fiat,Egea,1.3 Multijet Urban,771750
Fiat,Egea,1.4 Fire Easy,705000
Skoda,Octavia,1.0 e-Tec Elite,1155000
Fiat,Egea,1.4 Fire Lounge,780000
Toyota,Corolla,1.5 Flame,1160000
Opel,Insignia,1.5 d Edition,1200000
Dacia,Sandero,1.0 Tce Comfort,755000
Audi,A3,A3 Sedan 30 TFSI Advanced,1750000
Skoda,SuperB,1.5 TSI Prestige,1780000
Peugeot,208,1.2 PureTech Active,820000
Fiat,Egea,1.4 Fire Easy,670000
Fiat,Egea,1.4 Fire Easy,680000
Volkswagen,Polo,1.0 TSi Life,1095000
Honda,Civic,1.6 i-VTEC ECO Elegance,1369000
Fiat,Egea,1.3 Multijet Easy,690000
Peugeot,508,1.6 Puretech Allure,1600000
Seat,Ibiza,1.0 Style,685000
Volkswagen,Passat,1.5 TSi Business,2200000
Fiat,Egea,1.4 Fire Urban,735000
Toyota,Corolla,1.5 Dream,1080000
Fiat,Egea,1.4 Fire Easy Plus,680000
Renault,Megane,1.3 TCe Joy,950000
Skoda,Octavia,1.5 e-Tec Elite,1330000
Fiat,Egea,1.4 Fire Easy,375000
Toyota,Corolla,1.5 Vision,1090000
Renault,Megane,1.3 TCe Joy,1000000
Hyundai,Elantra,1.6 MPI Style Comfort,1150000
Hyundai,Elantra,1.6 MPI Style,1065000
Seat,Leon,1.5 TSI FR,1150000
Renault,Megane,1.3 TCe Joy,870000
Opel,Corsa,1.2 Turbo Ultimate,1035000
Citroen,C4,1.2 PureTech Feel,900000
Honda,Civic,1.5 i-VTEC Eco Executive Plus,1430000
Renault,Clio,1.0 TCe Touch,849750
Honda,Civic,1.5 i-VTEC Eco Elegance,1310000
Dacia,Sandero,1.0 Tce Comfort,765000
Renault,Megane,1.3 TCe Joy,819000
Renault,Megane,1.3 TCe Icon,1360000
Toyota,Corolla,1.5 Vision,1070000
Renault,Megane,1.3 TCe Joy,1050000
Fiat,Egea,1.4 Fire Street,745000
Toyota,Corolla,1.5 Dream,1100000
Renault,Talisman,1.3 Tce Icon,1599900
Volkswagen,Polo,1.0 TSi Comfortline,990000
Peugeot,208,1.2 PureTech GT,1035000
Honda,Civic,1.5 i-VTEC Eco Elegance,1400000
Volkswagen,Polo,1.0 TSi Comfortline,985000
Citroen,C3,1.2 PureTech Shine,885750
Honda,City,1.5 i-VTEC Executive,895000
Fiat,Egea,1.4 Fire Urban,685000
Volkswagen,Golf,1.0 eTSI Style,1439000
Fiat,Egea,1.4 Fire Urban Plus,785000
Honda,Accord,1.5 VTEC Executive Plus,1800000
Hyundai,i10,1.2 MPI Style,850000
Hyundai,i20,1.4 MPI Jump,825000
Toyota,Corolla,1.5 Vision,985000
Toyota,Corolla,1.8 Hybrid Dream X-Pack,1090000
Fiat,Egea,1.4 Fire Street,755000
Skoda,Scala,1.0 TSI Elite,1100000
Toyota,Yaris,1.5 Dream,850000
Fiat,Egea,1.4 Fire Easy,703000
Fiat,Egea,1.6 Multijet Easy,805000
Fiat,Egea,1.6 Multijet Easy,750000
Hyundai,Elantra,1.6 MPI Style Plus,1125000
Fiat,Egea,1.4 Fire Lounge,840000
Fiat,Egea,1.4 Fire Lounge,720000
Volkswagen,Passat,1.5 TSi Business,1700000
Honda,Civic,1.6 i-VTEC ECO Elegance,1300000
Fiat,Egea,1.4 Fire Lounge,820000
Honda,Civic,1.6 i-VTEC ECO Elegance,1235000
Volkswagen,Polo,1.0 TSi Comfortline,975000
Volkswagen,Passat,1.5 TSi Business,1495000
Ford,Focus,1.5 Ti-VCT Trend X,1150000
Seat,Leon,1.0 eTSI Style Plus,1175000
Volkswagen,Passat,1.5 TSi Impression,1600000
Mercedes - Benz,C,C 200 AMG,2750000
Renault,Clio,1.0 TCe Touch,812000
Fiat,Egea,1.4 Fire Urban,706000
Hyundai,Elantra,1.6 MPI Smart,1150000
Volkswagen,Golf,1.0 eTSI Life,1300000
Audi,A3,A3 Sedan 35 TFSI S-Line,1885000
Volkswagen,Passat,1.5 TSi Business,1595000
Volkswagen,Passat,1.5 TSi Business,1690000
Fiat,500 Ailesi,500L 1.4 Fire Cross Plus,850000
Toyota,Corolla,1.5 Dream,1165000
Volkswagen,Golf,1.0 eTSI Style,1340000
Audi,A5,A5 Cabrio 45 TFSI Quattro Advanced,3475000
Ford,Focus,1.5 Ti-VCT Trend X,1070000
Fiat,Egea,1.4 Fire Easy,664900
Honda,Civic,1.6 i-VTEC ECO Elegance,1285000
Renault,Taliant,1.0 Tce Touch,795000
Opel,Astra,1.4 T Edition,1135000
Audi,A4,A4 Sedan 40 TDI S Line,2550000
Skoda,SuperB,1.5 TSI Prestige,1849900
Volkswagen,Passat,1.5 TSi Business,1470000
Toyota,Corolla,1.5 Vision,982000
Citroen,C-Elysee,1.5 BlueHDi Feel,710000
Skoda,Fabia,1.0 GreenTec Premium,875000
Kia,Rio,1.2 MPI Cool,750000
Fiat,Egea,1.4 Fire Lounge,740000
Volkswagen,Golf,1.0 eTSI Life,1350000
